year,rating,num_votes,title,recent_film,awarded
1968,5.7,3772,Greetings,0,1
1968,6.9,48544,Chitty Chitty Bang Bang,0,0
1968,4.4,218,Behind Locked Doors,0,0
1968,7.5,19,The Wind Is Driving Him Toward the Open Sea,0,0
1968,5.4,515,Three in the Attic,0,0
1968,3.2,234,Terror in the Jungle,0,0
1968,4.7,1845,Skidoo,0,0
1968,6.7,90,The Pick-Up,0,0
1968,6.5,6156,Hellfighters,0,0
1968,5.7,138,Emma Hamilton,0,0
1968,4.3,816,The Big Cube,0,0
1968,7.8,11,Unstrap Me,0,0
1968,4.8,198,Killers Three,0,0
1968,4.1,154,The Bushwhacker,0,0
1968,4.6,73,Mission Batangas,0,0
1968,4.5,45,The Muthers,0,0
1968,5.2,564,Lonesome Cowboys,0,0
1969,4.9,204,Slaves,0,0
1969,5.7,605,Hard Contract,0,0
1969,4.9,215,Where It's At,0,0
1969,5.0,426,Impasse,0,0
1969,5.6,909,Hello Down There,0,0
1969,5.6,517,The Mad Room,0,0
1969,7.9,87919,The Wild Bunch,0,1
1969,6.4,18,Hedonistic Pleasures,0,0
1969,4.0,324,The Ecstasies of Women,0,0
1969,4.8,170,Midas Run,0,0
1969,6.0,22,AC/DC,0,0
1969,5.7,2985,Guns of the Magnificent Seven,0,0
1969,6.2,19,A Boy... a Girl,0,0
1969,6.2,1431,Death of a Gunfighter,0,0
1969,6.2,2345,"If It's Tuesday, This Must Be Belgium",0,0
1969,5.3,151,Three Golden Serpents,0,0
1969,5.3,289,"Run, Angel, Run!",0,0
1969,4.8,67,A Couple of Trouble,0,0
1969,5.3,877,"Hook, Line and Sinker",0,0
1969,6.4,2232,"Goodbye, Columbus",0,1
1969,2.9,212,Love Feast,0,0
1969,4.7,1451,The Wedding Party,0,0
1969,5.6,350,Hell's Belles,0,0
1969,7.3,114055,Easy Rider,0,1
1969,5.0,243,Target: Harry,0,0
1969,6.3,345,Daddy's Gone A-Hunting,0,0
1969,5.1,1962,Marquis de Sade's Justine,0,0
1969,7.2,48641,The Italian Job,0,0
1969,5.2,25,Scratch Harry,0,0
1969,6.9,25,Brandy in the Wilderness,0,1
1969,5.1,555,The Witchmaker,0,0
1969,6.3,1019,Heaven with a Gun,0,0
1969,5.3,1698,The Trouble with Girls,0,0
1969,4.8,1049,Che!,0,0
1969,6.1,1502,The April Fools,0,1
1969,6.6,961,Popi,0,1
1969,5.9,222,Backtrack!,0,0
1969,7.8,115859,Midnight Cowboy,0,1
1969,3.9,273,Scream Baby Scream,0,0
1969,5.3,831,The Appointment,0,0
1969,4.2,11,"Eat, Drink and Make Merrie",0,0
1969,6.0,2145,Winning,0,0
1969,4.2,13,Guess Who's Coming?,0,0
1969,7.0,2116,That Cold Day in the Park,0,0
1969,4.0,59,Meeting on 69th Street,0,0
1969,3.9,859,Nightmare in Wax,0,0
1969,3.6,1261,Blood of Dracula's Castle,0,0
1969,5.1,428,The Devil's 8,0,0
1969,6.7,1014,Pit Stop,0,0
1969,4.7,169,The Scavengers,0,0
1969,7.0,503,Angel in My Pocket,0,0
1969,3.7,178,The Sadistic Hypnotist,0,0
1969,5.9,1671,Sam Whiskey,0,0
1969,6.0,2379,The Night of the Following Day,0,0
1969,3.7,83,The Walls Have Eyes,0,0
1969,6.9,6324,Sweet Charity,0,0
1969,4.5,17,The House Near the Prado,0,0
1969,6.4,109,Changes,0,0
1969,4.5,25,Ego Trip,0,0
1969,5.4,173,The Guru,0,0
1969,6.2,631,Pendulum,0,0
1969,6.2,37,No President,0,0
1969,5.8,12,Mark of the Gun,0,0
1969,4.7,568,The Desperados,0,0
1969,4.5,46,Slaves of Love,0,0
1969,4.6,10,Three,0,0
1969,4.6,199,The Ramrodder,0,0
1969,4.7,65,The Spy Who Came,0,0
1969,5.9,617,Riot,0,0
1969,3.9,1091,Love Camp 7,0,0
1969,6.1,964,More Dead Than Alive,0,0
1969,6.5,27,Strategy of Terror,0,0
1969,5.2,24,Tigress,0,0
1969,5.5,88,The Layout,0,0
1969,6.9,1994,Last Summer,0,1
1969,3.4,816,The Extraordinary Seaman,0,0
1969,5.2,52,The Candy Man,0,0
1969,4.6,116,Sisters in Leather,0,0
1969,3.3,164,The Girl from Pussycat,0,0
1969,6.0,254,"Tom, Tom, the Piper's Son",0,1
1969,4.9,122,Olga's Dance Hall Girls,0,0
1969,4.5,274,The Secret Sex Lives of Romeo and Juliet,0,0
1969,6.1,30,2069 A.D.,0,0
1969,5.8,3301,The Illustrated Man,0,0
1969,7.5,12093,Support Your Local Sheriff!,0,1
1969,6.0,3763,100 Rifles,0,0
1969,5.7,266,Smith!,0,0
1969,5.5,60,All the Loving Couples,0,0
1969,6.7,9374,Mackenna's Gold,0,0
1969,6.0,1478,Mondo Trasho,0,0
1969,4.1,1162,The Girl from Rio,0,0
1969,6.6,1613,Hannibal Brooks,0,0
1969,5.6,2254,Charro!,0,0
1969,4.7,23,Anything Once,0,0
1969,7.1,45,2000 Years Later,0,0
1969,3.8,74,Sod Sisters,0,0
1969,4.9,48,All Women Are Bad,0,0
1969,5.4,443,The Big Bounce,0,0
1969,2.9,365,The Mighty Gorga,0,0
1969,6.0,12,Joniko and the Kush Ta Ka,0,0
1969,5.6,478,The Thousand Plane Raid,0,0
1969,4.7,11,Hung Up,0,0
1969,7.1,1617,Ring of Bright Water,0,1
1969,7.4,49710,True Grit,0,1
1969,6.7,1994,Model Shop,0,0
1969,4.9,550,The First Time,0,0
1969,5.3,1279,"Cherry, Harry & Raquel!",0,0
1969,5.6,145,The Hang Up,0,0
1969,3.3,612,Five Bloody Graves,0,0
1969,5.4,175,Taste of Excitement,0,0
1969,4.8,125,That Tender Touch,0,0
1969,8.2,18,Dare the Devil,0,0
1969,5.6,224,80 Steps to Jonah,0,0
1969,5.6,88,Henry's Night In,0,0
1969,5.0,34,Explosion,0,0
1969,7.8,20119,"They Shoot Horses, Don't They?",0,1
1969,4.2,19,The Activist,0,0
1969,3.4,367,Dracula (the Dirty Old Man),0,0
1969,4.1,19,Mafia Girls,0,0
1969,6.6,2314,John and Mary,0,1
1969,6.3,543,A Dream of Kings,0,0
1969,5.8,126,Generation,0,0
1969,7.0,16305,"Hello, Dolly!",0,1
1969,7.2,11423,Cactus Flower,0,1
1969,5.3,400,"Gaily, Gaily",0,0
1969,6.2,18994,Topaz,0,1
1969,5.9,5666,The Computer Wore Tennis Shoes,0,0
1969,4.9,39,Turn on to Love,0,0
1969,6.6,3201,The Reivers,0,0
1969,7.3,5354,A Boy Named Charlie Brown,0,0
1969,6.3,1207,The Happy Ending,0,0
1969,6.8,286,Mission Impossible Versus the Mob,0,0
1969,5.3,439,Land Raiders,0,0
1969,6.7,2311,The Sterile Cuckoo,0,1
1969,6.6,511,Coming Apart,0,0
1969,6.3,5166,Downhill Racer,0,1
1969,3.8,55,Passion Fever,0,0
1969,5.2,49,The Girl Who Returned,0,0
1969,6.3,3135,Tell Them Willie Boy Is Here,0,1
1969,2.1,362,The Wonderful Land of Oz,0,0
1969,3.0,263,One Million AC/DC,0,0
1969,5.3,18,The Detention Girls,0,0
1969,7.2,74,Akran,0,0
1969,6.8,3698,"Goodbye, Mr. Chips",0,1
1969,7.9,170,Trilogy,0,1
1969,5.4,49,The Madam,0,0
1969,5.9,2603,Change of Habit,0,0
1969,5.8,5532,Marooned,0,1
1969,5.0,551,Flareup,0,0
1969,5.6,945,Don't Drink the Water,0,0
1969,5.5,172,The Girl Who Knew Too Much,0,0
1969,5.4,441,Once You Kiss a Stranger...,0,0
1969,4.6,99,Futz,0,0
1969,6.4,3245,The Arrangement,0,1
1969,6.5,878,The Comic,0,0
1969,5.1,23,Shut Up and Deal,0,0
1969,4.6,71,The Minx,0,0
1969,6.6,380,HWY: An American Pastoral,0,0
1969,5.0,24,I Want More,0,0
1969,5.6,51,The Square Root,0,0
1969,2.1,27,Operation Redlight,0,0
1969,4.4,23,The Love Captive,0,0
1969,5.1,33,Uta,0,0
1969,6.2,4796,The Valley of Gwangi,0,0
1969,5.1,19,"Fly Now, Pay Later",0,0
1969,5.1,10,Girls That Do,0,0
1969,2.4,13,Four on the Floor,0,0
1969,6.2,16,Marina,0,0
1969,8.3,10,Uschi,0,0
1969,7.1,15,A Bride for Brenda,0,0
1969,2.7,17,Storm Troopers U.S.A.,0,0
1969,4.9,13,The Line Is Busy,0,0
1969,5.3,10,Kiss My Analyst,0,0
1969,3.5,50,3 in a Towel,0,0
1969,4.7,19,"Wild, Free & Hungry",0,0
1969,3.4,36,Sin in '69,0,0
1969,6.1,14,Judy's Little No-No,0,0
1969,4.9,14,The Freudian Thing,0,0
1969,7.0,15,Utterly Without Redeeming Social Value,0,0
1969,5.0,95,The Abnormal Female,0,0
1969,6.4,60,The Screentest Girls,0,0
1969,4.9,165,Body Fever,0,0
1969,6.4,15,Once Upon a Body,0,0
1969,7.5,12,Still,0,0
1969,5.3,333,The Picasso Summer,0,0
1969,5.0,10,How Many Times,0,0
1969,1.0,64,Reality,0,0
1969,5.4,457,Eggshells,0,0
1969,3.4,932,Sam's Song,0,0
1969,6.3,97,The Indelicate Balance,0,0
1969,3.9,150,Sinner's Blood,0,0
1969,6.0,167,Out of It,0,1
1969,4.7,49,The Harem Bunch,0,0
1969,6.0,528,Viva Max,0,0
1969,5.4,42,"Indian Raid, Indian Made",0,0
1969,6.3,23,The Great Sex War,0,0
1969,5.5,178,The Ultimate Degenerate,0,0
1969,4.2,92,Two Roses and a Golden Rod,0,0
1969,4.8,22,Riverboat Mama,0,0
1969,4.4,475,Mormon Temple Film,0,0
1969,4.5,54,L'amour de femme,0,0
1969,6.7,16,Summer of '69,0,0
1969,5.3,46,Obscene House,0,0
1969,3.5,90,The Mummy and the Curse of the Jackals,0,0
1969,4.8,36,How I Got My Mink,0,0
1969,5.8,79,Submission,0,0
1969,4.6,28,Girls' School Scandal,0,0
1969,3.0,13,The Master-Piece!,0,0
1969,5.1,98,Mnasidika,0,0
1969,8.0,12,The Mad Doctor Hump,0,0
1969,7.8,42,Doi barbati pentru o moarte,0,0
1969,4.4,302,Four Rode Out,0,0
1969,3.6,13,Streets of Paris,0,0
1969,3.4,35,Wild Gypsies,0,0
1969,4.2,57,The Erotic Circus,0,0
1969,4.6,148,The Ice House,0,0
1969,3.7,33,The Filth Shop,0,0
1969,6.8,4169,Putney Swope,0,1
1969,7.7,673,The Big Dig,0,1
1969,6.4,1118,"Me, Natalie",0,1
1969,5.2,69,Marcy,0,0
1969,5.3,15,Felicia,0,0
1969,3.9,97,Infrasexum,0,0
1969,6.1,3341,Castle Keep,0,0
1969,6.8,2638,What Ever Happened to Aunt Alice?,0,0
1969,5.2,66,Her Odd Tastes,0,0
1969,6.2,127,Guns in the Heather,0,0
1969,5.0,12,The Ultimate Voyeur,0,0
1969,3.8,373,The Stewardesses,0,0
1969,5.9,982,Latitude Zero,0,0
1969,5.8,783,The Gay Deceivers,0,0
1969,5.1,286,Stiletto,0,0
1969,8.1,12,The Master Beater,0,0
1969,5.0,125,Career Bed,0,0
1969,7.1,1523,The Learning Tree,0,1
1969,5.4,528,Justine,0,0
1969,4.2,190,Naked Angels,0,0
1969,6.3,926,The Love God?,0,0
1969,7.3,19,From Nashville with Music,0,0
1969,5.3,551,How to Commit Marriage,0,0
1969,4.9,100,She Came on the Bus,0,0
1969,6.4,501,Rascal,0,0
1969,7.3,3970,The Secret of Santa Vittoria,0,1
1969,5.8,46,Big Daddy,0,0
1969,6.9,24,Hang Your Hat on the Wind,0,0
1969,4.9,18,Like Mother Like Daughter,0,0
1969,4.8,426,Blue Movie,0,0
1969,5.6,679,The Great Bank Robbery,0,0
1969,6.1,1127,Eye of the Cat,0,0
1969,4.4,369,The Maltese Bippy,0,0
1969,6.1,28,Gutter Trash,0,0
1969,4.7,1123,Satan's Sadists,0,0
1969,6.6,25,Strangers at Sunrise,0,0
1969,6.8,3785,The Rain People,0,1
1969,6.7,10154,The Bridge at Remagen,0,0
1969,6.6,1125,My Side of the Mountain,0,1
1969,5.5,1342,The Chairman,0,0
1969,6.0,211,The Lost Man,0,0
1969,6.2,450,A Touch of Love,0,0
1969,3.5,659,Alice in Acidland,0,0
1969,4.5,50,The Fabulous Bastard from Chicago,0,0
1969,4.4,52,Wild Wheels,0,0
1969,4.8,36,It Takes All Kinds,0,0
1969,4.3,12,The Mind Blowers,0,0
1969,6.1,77,Childish Things,0,0
1969,4.8,553,Chastity,0,0
1969,3.5,419,Night of Bloody Horror,0,0
1969,6.4,21,Weekend Lovers,0,0
1969,6.7,16,Baby Vickie,0,0
1969,8.0,221863,Butch Cassidy and the Sundance Kid,0,1
1969,6.6,7287,The Undefeated,0,0
1969,6.8,17,After the Ball Was Over,0,0
1969,5.7,533,The Babysitter,0,0
1969,6.1,778,The Royal Hunt of the Sun,0,0
1969,6.3,111,I Sailed to Tahiti with an All Girl Crew,0,0
1969,4.0,316,Linda and Abilene,0,0
1969,4.3,324,Some Kind of a Nut,0,0
1969,6.2,106,Change of Mind,0,1
1969,5.3,229,"Hail, Hero!",0,0
1969,6.3,16,The Adventures of the Prince and the Pauper,0,0
1969,6.4,798,A Walk with Love and Death,0,0
1969,6.1,1484,The Good Guys and the Bad Guys,0,0
1969,7.0,3807,The Battle of Neretva,0,1
1969,4.3,12,"Shame, Shame, Everybody Knows Her Name",0,0
1969,4.5,1126,Shark,0,0
1969,4.7,319,The Monitors,0,0
1969,3.6,18,The Gun Runner,0,0
1969,2.2,33,Gun Runner,0,0
1969,6.0,1126,The Madwoman of Chaillot,0,0
1969,5.1,73,"Monique, My Love",0,0
1969,5.5,78,Scream Free!,0,0
1969,6.6,14326,Paint Your Wagon,0,1
1969,5.9,1167,Lions Love (... and Lies),0,0
1969,5.7,1410,Young Billy Young,0,0
1969,6.6,88,Passion in Hot Hollows,0,0
1969,5.7,653,A Time for Dying,0,0
1969,4.3,514,"Angel, Angel, Down We Go",0,0
1969,6.7,7050,Bob & Carol & Ted & Alice,0,1
1969,7.2,30806,Take the Money and Run,0,0
1969,5.5,621,Number One,0,0
1969,5.7,1582,Mosquito Squadron,0,0
1969,6.2,4533,Alice's Restaurant,0,0
1969,4.8,431,The Cycle Savages,0,0
1969,7.2,4568,Medium Cool,0,1
1969,4.2,738,De Sade,0,0
1969,7.3,11,Love Me... Please!,0,0
1969,6.3,2313,The Gypsy Moths,0,0
1969,1.8,2053,Five the Hard Way,0,0
1969,5.0,15,The Daisy Chain,0,0
1969,6.4,30,C'mon Baby Light My Fire,0,0
1969,5.4,494,Hell's Angels '69,0,0
1969,5.2,51,The Divorcee,0,0
1969,3.2,20,To Hex with Sex,0,0
1969,3.8,57,Motel Confidential,0,0
1969,6.4,3863,Marlowe,0,0
1969,4.8,34,A Taste of Hot Lead,0,0
1969,3.8,123,Over 18... and Ready!,0,0
1969,6.4,103,The Ravine,0,0
1969,4.1,163,The Erotic Adventures of Robin Hood,0,0
1969,5.2,86,Starlet!,0,0
1970,3.9,14,Scorpio '70,0,0
1970,6.4,46,Carnal Knowledge,0,0
1970,4.2,498,Song of Norway,0,0
1970,6.4,4181,The Owl and the Pussycat,0,0
1970,6.7,689,Santa and the Three Bears,0,0
1970,4.9,127,The Bridge in the Jungle,0,0
1970,6.7,3382,The Phantom Tollbooth,0,0
1970,5.5,389,"Rabbit, Run",0,0
1970,5.0,156,How Do I Love Thee?,0,0
1970,5.1,52,Substitution,0,0
1970,5.7,701,Cannon for Cordoba,0,0
1970,7.0,12820,The Private Life of Sherlock Holmes,0,0
1970,6.1,95,The Sidelong Glances of a Pigeon Kicker,0,0
1970,4.0,1035,Blood Mania,0,0
1970,6.4,6893,The Twelve Chairs,0,1
1970,7.1,6887,Husbands,0,0
1970,5.2,3843,The Wizard of Gore,0,0
1970,3.9,77,Sex Ritual of the Occult,0,0
1970,7.4,10260,Ryan's Daughter,0,1
1970,5.2,15,I Am Curious Tahiti,0,0
1970,4.2,344,The Curious Female,0,0
1970,5.1,452,Angel Unchained,0,0
1970,5.8,1937,No Blade of Grass,0,0
1970,6.9,5425,Brewster McCloud,0,1
1970,6.3,506,The Devil's Backbone,0,0
1970,7.7,24,The Reversal of Richard Sun,0,0
1970,4.8,387,"Daddy, Darling",0,0
1970,3.7,191,Happening in Africa,0,0
1970,7.1,604,One Day in the Life of Ivan Denisovich,0,1
1970,6.9,19,Matinee Wives,0,0
1970,6.4,198,Promise at Dawn,0,0
1970,7.1,43,Homer,0,0
1970,5.7,580,Flap,0,0
1970,5.6,490,Bombay Talkie,0,0
1970,5.2,1001,Dirty Dingus Magee,0,0
1970,5.6,24,Dandy,0,0
1970,7.6,22,The Midnight Graduate,0,0
1970,7.7,20,Snow Bear,0,0
1970,7.1,95,Captain Milkshake,0,0
1970,5.1,21,Threesome,0,0
1970,7.3,826,The Tribe,0,1
1970,6.1,725,The Lady in the Car with Glasses and a Gun,0,0
1970,5.3,299,Norwood,0,0
1970,5.9,289,The Only Way,0,0
1970,5.6,392,Adam at Six A.M.,0,0
1970,6.9,5048,There Was a Crooked Man...,0,0
1970,3.1,1098,Horror of the Blood Monsters,0,0
1970,4.0,332,The Naked Zoo,0,0
1970,6.2,3217,Violent City,0,0
1970,5.2,656,R.P.M.,0,0
1970,4.2,29,Danish & Blue,0,0
1970,5.4,55,Togetherness,0,0
1970,7.5,35991,Tora! Tora! Tora!,0,1
1970,7.4,39101,Five Easy Pieces,0,1
1970,5.7,27,The Arizona Kid,0,0
1970,5.0,256,French Intrigue,0,0
1970,5.7,1065,Hornets' Nest,0,0
1970,4.4,125,Wilbur and the Baby Factory,0,0
1970,5.2,81,The Bang Bang Gang,0,0
1970,2.6,959,Bigfoot,0,0
1970,4.2,746,Weekend with the Babysitter,0,0
1970,7.1,109981,The Aristocats,0,1
1970,6.0,96,Night of the Witches,0,0
1970,5.1,336,Pieces of Dreams,0,0
1970,4.2,36,Daughter of Satan,0,0
1970,3.5,654,"Guru, the Mad Monk",0,0
1970,7.4,2893,I Never Sang for My Father,0,1
1970,5.9,420,The Projectionist,0,0
1970,4.3,166,Black Angels,0,0
1970,4.8,989,C.C. & Company,0,0
1970,6.5,2195,I Walk the Line,0,0
1970,6.9,2715,The Great White Hope,0,1
1970,5.1,90,Underground,0,0
1970,6.1,2834,Trash,0,1
1970,7.0,2920,Monte Walsh,0,0
1970,4.4,203,Cover Me Babe,0,0
1970,6.0,331,The Baby Maker,0,0
1970,6.3,439,The Traveling Executioner,0,0
1970,6.7,11,Imago,0,0
1970,7.8,159,4 Clowns,0,0
1970,5.2,19,Dirtymouth,0,0
1970,4.7,274,Maidstone,0,0
1970,3.4,663,"Cry Blood, Apache",0,0
1970,4.6,559,Mark of the Witch,0,0
1970,4.2,1645,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.,0,0
1970,5.9,1414,Little Fauss and Big Halsy,0,0
1970,7.5,36837,Little Big Man,0,1
1970,5.1,20,Tuck Me In,0,0
1970,6.9,35959,Love Story,0,1
1970,5.5,14,A Voyage to Arcturus,0,0
1970,5.3,84,Sweet Trash,0,0
1970,3.0,11,Inside Miss Carter,0,0
1970,3.6,12,This Gun Is Loaded,0,0
1970,5.1,18,Jennifer,0,0
1970,5.3,10,Ride the Tiger,0,0
1970,4.2,37,Oddly Coupled,0,0
1970,5.7,61,Triangle,0,0
1970,4.3,73,Ransom Money,0,0
1970,4.9,19,Sexophrenia,0,0
1970,4.1,37,Affair in the Air,0,0
1970,5.6,14,The Aphrodisans,0,0
1970,4.5,84,Noon Sunday,0,0
1970,3.7,36,Madam Satan,0,0
1970,4.9,28,The Love Object,0,0
1970,5.2,28,Go Down for Double,0,0
1970,4.4,53,Dr. Dildo's Secret,0,0
1970,3.6,37,Lusty Neighbors,0,0
1970,3.8,17,Pleasure Plantation,0,0
1970,4.2,22,Mind Blowers,0,0
1970,3.8,30,Trapped in the House,0,0
1970,6.2,19,The Undercover Scandals of Henry VIII,0,0
1970,5.3,517,The Student Nurses,0,0
1970,6.4,10,History,0,0
1970,4.4,22,Spread It Around,0,0
1970,2.3,14,Notorious Big Sin City,0,0
1970,6.0,13,Thaw the Frigid Bird,0,0
1970,4.2,14,Take Them - As They Are,0,0
1970,4.6,12,A Taste of Honey,0,0
1970,4.4,11,One Hundred Dollar Wife,0,0
1970,7.8,139,The Doors: Live at the Isle of Wight,0,0
1970,7.4,15,Helen Keller and Her Teacher,0,0
1970,6.3,18,Why Not: A Serenade of Eschatological Ecology,0,0
1970,3.9,13,Four in Bed,0,0
1970,3.8,17,College Corruption,0,0
1970,7.2,47,Scenes from Under Childhood Section #4,0,0
1970,4.8,36,Stick It in Your Ear,0,0
1970,2.9,13,Runaround,0,0
1970,5.4,14,The Caper,0,0
1970,2.8,78,Night of the Bloody Transplant,0,0
1970,4.4,12,Scent of Love,0,0
1970,4.4,19,Have You Ever Been on a Trip?,0,0
1970,3.2,22,Love Me or Leave,0,0
1970,6.0,19,She Couldn't Say No,0,0
1970,6.5,94,Dinah East,0,0
1970,3.8,602,Carnival of Blood,0,0
1970,4.1,413,The Amazing Transplant,0,0
1970,4.6,269,Roxanna,0,0
1970,5.5,474,Hollywood Horror House,0,0
1970,6.1,46,The Pimp Primer,0,0
1970,4.8,607,Dream No Evil,0,0
1970,4.5,521,Cindy and Donna,0,0
1970,4.1,85,Delicato,0,0
1970,5.9,337,Pound,0,0
1970,5.2,156,Fools,0,1
1970,6.4,25,Kama Sutra '71,0,0
1970,4.8,175,I Love My Wife,0,0
1970,5.4,953,Alex in Wonderland,0,0
1970,6.4,49,Didn't You Hear?,0,0
1970,5.2,80,"The Red, White, and Black",0,0
1970,6.5,869,Puzzle of a Downfall Child,0,0
1970,6.7,13150,Rio Lobo,0,0
1970,3.6,94,Jack and the Beanstalk,0,0
1970,4.2,112,Booby Trap,0,0
1970,3.5,83,Tarzun and the Valley of Lust,0,0
1970,4.5,28,Bulls Market,0,0
1970,4.5,91,The Dirtiest Game,0,0
1970,5.1,80,Sign of Aquarius,0,0
1970,4.8,145,Janie,0,0
1970,4.1,100,Devil Rider!,0,0
1970,4.4,41,Sweet Bird of Aquarius,0,0
1970,6.4,56,Tibetana,0,0
1970,3.8,37,Dead Eye Dick,0,0
1970,3.8,20,My Sister's Business,0,0
1970,4.4,40,Wendy's Palace,0,0
1970,4.6,101,The Joys of Jezebel,0,0
1970,4.1,142,Sex and the Single Vampire,0,0
1970,4.2,29,Dirty Doctor Deviate,0,0
1970,3.8,36,Who Killed Cock Robin?,0,0
1970,4.7,64,Mrs. Stone's Thing,0,0
1970,7.5,44,Billy Boy,0,0
1970,5.1,51,"Gabriella, Gabriella",0,0
1970,4.3,40,Overdose of Degradation,0,0
1970,4.9,15,Cauliflower Cupids,0,0
1970,3.8,231,Take It Out in Trade,0,0
1970,6.2,333,The Wild Country,0,0
1970,7.8,11,Like It Is,0,0
1970,3.6,180,Up Your Teddy Bear,0,0
1970,6.3,3271,House of Dark Shadows,0,0
1970,5.7,3592,Bloody Mama,0,0
1970,5.1,401,Dionysus in '69,0,0
1970,3.8,186,The Girls from Thunder Strip,0,0
1970,6.8,1059,The Liberation of L.B. Jones,0,0
1970,7.2,10193,The Ballad of Cable Hogue,0,1
1970,7.6,5488,The Boys in the Band,0,0
1970,5.1,48,Women and Bloody Terror,0,0
1970,7.3,4249,Sunflower,0,1
1970,5.3,859,The Adventurers,0,0
1970,5.5,122,Song of the Loon,0,0
1970,4.3,421,The Animals,0,0
1970,4.7,474,Skullduggery,0,0
1970,7.1,45,Gregorio and His Angel,0,0
1970,6.6,20749,Airport,0,1
1970,6.1,690,Loving,0,0
1970,3.6,54,Excited,0,0
1970,7.0,29403,Two Mules for Sister Sara,0,0
1970,8.5,10,Warm in the Bud,0,0
1970,6.7,248,The Lawyer,0,0
1970,4.5,640,"Pussycat, Pussycat, I Love You",0,0
1970,4.9,44,Norma,0,0
1970,4.6,35,The Wild Scene,0,0
1970,5.9,422,Halls of Anger,0,0
1970,6.1,416,Zig Zag,0,0
1970,6.2,5376,"Hi, Mom!",0,0
1970,6.0,49224,Beneath the Planet of the Apes,0,0
1970,5.6,65,Tarzan's Deadly Silence,0,0
1970,5.4,370,Brotherly Love,0,0
1970,6.2,513,The Cockeyed Cowboys of Calico County,0,0
1970,3.8,73,How to Succeed with Sex,0,0
1970,6.5,57,Stop!,0,0
1970,6.5,4163,Multiple Maniacs,0,0
1970,6.1,912,A Walk in the Spring Rain,0,0
1970,2.5,746,Flesh Feast,0,0
1970,7.1,9616,Colossus: The Forbin Project,0,1
1970,4.0,54,The Man from O.R.G.Y.,0,0
1970,4.4,28,"Torture Me, Kiss Me",0,0
1970,6.8,9125,A Man Called Horse,0,1
1970,3.0,12,Fisherman's Luck,0,0
1970,5.2,54,Love Me Like I Do,0,0
1970,5.7,214,The Psycho Lover,0,0
1970,5.5,666,Tropic of Cancer,0,0
1970,4.1,45,The Affairs of Aphrodite,0,0
1970,5.6,33,Squeeze a Flower,0,0
1970,4.8,87,Fluctuations,0,0
1970,3.3,643,Bloodthirsty Butchers,0,0
1970,4.0,337,Torture Dungeon,0,0
1970,5.0,117,Female Animal,0,0
1970,5.7,1042,The Only Game in Town,0,0
1970,4.4,30,Diamond Stud,0,0
1970,4.2,175,The Ravager,0,0
1970,5.1,412,The Last of the Mobile Hot Shots,0,0
1970,5.4,4834,The Dunwich Horror,0,0
1970,7.4,75184,M*A*S*H,0,1
1970,7.1,12,It's Not My Body,0,0
1970,6.6,1168,"Tick, Tick, Tick",0,0
1970,6.5,112,Story of a Woman,0,0
1970,5.5,208,Jenny,0,0
1970,7.4,1099,An Evening of Edgar Allan Poe,0,0
1970,3.4,246,The Yin and the Yang of Mr. Go,0,0
1970,7.6,52022,Kelly's Heroes,0,0
1970,7.9,10,A Fistful of Rawhide,0,0
1970,6.2,369,The People Next Door,0,0
1970,4.6,144,Sticks and Stones,0,0
1970,6.8,4183,The Molly Maguires,0,0
1970,5.0,166,Cain's Cutthroats,0,0
1970,4.5,58,Marsha: The Erotic Housewife,0,0
1970,3.3,19159,Hercules in New York,0,0
1970,5.9,24,Nu xiao chun se,0,0
1970,5.2,28,The Golden Box,0,0
1970,7.6,16,Pipo,0,0
1970,6.7,20,The Juggler of Notre Dame,0,0
1970,5.6,198,King of the Grizzlies,0,0
1970,6.4,349,End of the Road,0,1
1970,6.9,16661,Zabriskie Point,0,1
1970,4.0,233,The Notorious Cleopatra,0,0
1970,5.7,225,Kook's Tour,0,0
1970,6.4,3043,Start the Revolution Without Me,0,0
1970,7.0,5600,The Honeymoon Killers,0,0
1970,7.9,105581,Patton,0,1
1970,6.2,2221,The Kremlin Letter,0,0
1970,7.1,41,The Savage Wild,0,0
1970,5.5,47,"The Good, the Bad and the Beautiful",0,0
1970,6.3,29,The Gamblers,0,0
1970,1.5,164,Thumbelina,0,0
1970,5.5,153,Tiger by the Tail,0,0
1970,4.4,210,Getting Into Heaven,0,0
1970,4.0,17,The Sexterminators,0,0
1970,8.6,111,The Super Fight,0,0
1970,3.9,354,Trader Hornee,0,1
1970,5.5,291,The Revolutionary,0,0
1970,6.8,3888,Joe,0,0
1970,6.5,1602,Figures in a Landscape,0,0
1970,6.2,873,The Mind of Mr. Soames,0,0
1970,6.5,2234,Where's Poppa?,0,0
1970,5.9,633,The Moonshine War,0,0
1970,4.9,240,Angels Die Hard,0,0
1970,6.0,4165,They Call Me Mister Tibbs!,0,0
1970,5.1,240,A Bullet for Pretty Boy,0,0
1970,4.9,244,Tobacco Roody,0,0
1970,3.7,62,Judy,0,0
1970,5.5,825,The Boatniks,0,0
1970,8.1,39,Chicago 70,0,1
1970,5.2,175,The Dark Side of Tomorrow,0,0
1970,6.0,97,Miss Nymphet's Zap-In,0,0
1970,5.5,377,The Christine Jorgensen Story,0,0
