year,rating,num_votes,title,recent_film,awarded
1931,6.8,129,Over the Hill,0,0
1931,6.9,26,Nice Women,0,0
1931,5.6,284,Corsair,0,0
1931,6.3,718,The Cheat,0,0
1931,5.5,30,Heaven on Earth,0,0
1931,6.1,236,Local Boy Makes Good,0,0
1931,5.7,70,X Marks the Spot,0,0
1931,5.5,50,One Man Law,0,0
1931,6.5,48,Good Sport,0,0
1931,6.7,29,The Secret Menace,0,0
1931,4.8,55,The Law of the Sea,0,0
1931,6.0,17,Zapomnite ikh litsa,0,0
1931,5.3,39,A Private Scandal,0,0
1931,5.9,127,The Big Shot,0,0
1931,4.3,82,The Blonde Captive,0,0
1931,5.6,289,Prestige,0,0
1931,6.6,1451,Taxi,0,0
1931,7.0,1698,Safe in Hell,0,0
1931,5.2,65,Night Beat,0,0
1931,5.7,241,Delicious,0,0
1931,6.5,687,Three Wise Girls,0,0
1931,5.9,248,Men of Chance,0,0
1931,5.0,64,Sooky,0,0
1931,5.0,149,The Devil Plays,0,0
1931,6.5,140,Ladies of the Big House,0,0
1931,6.4,291,Peach O'Reno,0,0
1931,5.1,163,Manhattan Parade,0,0
1931,6.7,14,Kriss. the Sword of Death,0,0
1931,6.6,443,Under Eighteen,0,0
1931,7.6,14854,Dr. Jekyll and Mr. Hyde,0,1
1931,5.9,38,Buster se marie,0,0
1931,4.6,71,Air Eagles,0,0
1931,7.1,24,Husband's Holiday,0,0
1931,6.6,1558,Tonight or Never,0,0
1931,4.1,42,Two-Gun Caballero,0,0
1931,4.8,28,The Law of the Tong,0,0
1931,4.7,62,Dragnet Patrol,0,0
1931,6.6,3847,Mata Hari,0,0
1931,5.3,71,The Fighting Marshal,0,0
1931,7.3,18,Heartbreak,0,0
1931,5.9,211,"Her Majesty, Love",0,0
1931,6.2,245,The Yellow Ticket,0,0
1931,6.0,495,Consolation Marriage,0,0
1931,6.4,646,Hell Divers,0,0
1931,4.5,26,Sporting Chance,0,0
1931,5.5,27,Lariats and Six-Shooters,0,0
1931,5.1,133,Morals for Women,0,0
1931,6.8,24,Sob Sister,0,0
1931,1.7,17,Nu-Ma-Pu - Cannibalism,0,0
1931,6.8,3255,Platinum Blonde,0,0
1931,5.5,256,Expensive Women,0,0
1931,6.6,1071,The Sin of Madelon Claudet,0,1
1931,6.2,93,Riders of the Purple Sage,0,0
1931,6.0,16,Two Fisted Justice,0,0
1931,6.1,38,Casanova wider Willen,0,0
1931,6.2,35,The Age for Love,0,0
1931,6.7,22,Reckless Living,0,0
1931,5.7,289,The Tip-Off,0,0
1931,6.3,139,Bad Company,0,0
1931,5.8,40,The One Way Trail,0,0
1931,4.1,160,Chinatown After Dark,0,0
1931,5.6,466,The Range Feud,0,0
1931,5.1,28,Lasca of the Rio Grande,0,0
1931,5.1,101,The Spirit of Notre Dame,0,0
1931,5.9,110,Border Law,0,0
1931,4.5,39,The Hurricane Horseman,0,0
1931,5.8,86,Freighters of Destiny,0,0
1931,6.7,100,The Cisco Kid,0,0
1931,6.3,106,The Lightning Warrior,0,0
1931,4.3,391,The Phantom,0,0
1931,4.7,19,Quick Trigger Lee,0,0
1931,5.8,70,Battling with Buffalo Bill,0,0
1931,4.9,92,The Deceiver,0,0
1931,5.6,205,His Woman,0,0
1931,6.9,2248,Possessed,0,0
1931,5.6,251,Suicide Fleet,0,0
1931,6.7,283,The Guilty Generation,0,0
1931,7.8,76137,Frankenstein,0,1
1931,5.5,220,The Cuban Love Song,0,1
1931,5.6,26,Soul of the Slums,0,0
1931,5.7,84,Cavalier of the West,0,0
1931,6.2,38,Touchdown!,0,0
1931,5.2,42,Forgotten Women,0,0
1931,5.9,47,Rich Man's Folly,0,0
1931,5.6,292,Flying High,0,0
1931,5.9,218,Are These Our Children,0,0
1931,6.0,167,Ambassador Bill,0,0
1931,5.6,868,Way Back Home,0,0
1931,7.4,47,Men in Her Life,0,0
1931,7.3,3428,The Champ,0,1
1931,5.9,90,Branded Men,0,0
1931,5.9,53,Once a Lady,0,0
1931,6.9,683,Girls About Town,0,0
1931,4.9,134,Night Life in Reno,0,0
1931,4.8,88,Convicted,0,0
1931,4.4,24,Shotgun Pass,0,0
1931,5.7,104,Secret Service,0,0
1931,6.4,566,The Guardsman,0,1
1931,5.3,31,Range Law,0,0
1931,7.2,14007,Little Caesar,0,1
1931,5.4,153,Too Many Cooks,0,0
1931,5.9,78,The Night Angel,0,0
1931,5.6,220,The Great Lover,0,0
1931,5.9,369,The Common Law,0,0
1931,7.2,2189,The Miracle Woman,0,0
1931,6.3,270,Chances,0,0
1931,7.0,4217,Night Nurse,0,0
1931,5.9,92,Alias the Bad Man,0,0
1931,4.3,43,Ex-Bad Boy,0,0
1931,5.1,52,Their Mad Moment,0,0
1931,5.6,123,Confessions of a Co-Ed,0,0
1931,5.8,27,Hell-Bent for Frisco,0,0
1931,4.0,30,A Son of the Plains,0,0
1931,6.4,37,Hush Money,0,0
1931,7.1,322,The Man in Possession,0,0
1931,5.3,301,A Holy Terror,0,0
1931,5.6,155,Three Who Loved,0,0
1931,6.2,361,Murder by the Clock,0,0
1931,5.8,47,The Bargain,0,0
1931,6.3,112,Huckleberry Finn,0,0
1931,6.4,886,An American Tragedy,0,0
1931,5.8,114,Wild Horse,0,0
1931,7.5,25,Homicide Squad,0,0
1931,6.6,25,The Lady from Nowhere,0,0
1931,6.1,205,Son of India,0,0
1931,5.4,138,The Mystery Train,0,0
1931,5.3,29,Mother and Son,0,0
1931,5.6,239,East of Borneo,0,0
1931,5.6,331,Broadminded,0,0
1931,6.3,236,The Public Defender,0,0
1931,4.0,23,Flying Lariats,0,0
1931,5.9,45,The Secret Call,0,0
1931,6.4,67,The Magnificent Lie,0,0
1931,6.3,288,Politics,0,0
1931,6.3,405,The Squaw Man,0,0
1931,5.4,150,The Woman Between,0,0
1931,6.1,72,Newly Rich,0,0
1931,6.0,199,A Woman of Experience,0,0
1931,6.8,240,The Threepenny Opera,0,1
1931,5.4,22,Young Donovan's Kid,0,0
1931,6.3,66,The Lawyer's Secret,0,0
1931,6.5,104,Party Husband,0,0
1931,6.2,899,Just a Gigolo,0,0
1931,5.8,159,Daddy Long Legs,0,0
1931,5.9,354,Big Business Girl,0,0
1931,6.7,94,The Vanishing Legion,0,0
1931,6.6,2834,A Free Soul,0,1
1931,7.1,23,The Ridin' Fool,0,0
1931,4.7,158,Women of All Nations,0,0
1931,6.7,120,The Vice Squad,0,0
1931,5.6,775,Laughing Sinners,0,0
1931,5.9,84,Up for Murder,0,0
1931,6.8,32,In Old Cheyenne,0,0
1931,2.8,162,Wir schalten um auf Hollywood,0,0
1931,6.3,28,Salvation Nell,0,0
1931,6.8,2116,Smart Money,0,0
1931,6.6,33,Annabelle's Affairs,0,0
1931,5.2,54,Sweepstakes,0,0
1931,5.4,153,Goldie,0,0
1931,5.3,22,The Girl Habit,0,0
1931,5.7,148,Gold Dust Gertie,0,0
1931,5.7,326,Arizona,0,0
1931,6.1,215,I Take This Woman,0,0
1931,6.4,19,Children of Dreams,0,0
1931,7.0,20,Menschen hinter Gittern,0,0
1931,6.4,44,Young as You Feel,0,0
1931,2.8,35,The Sky Spider,0,0
1931,6.6,1599,The Black Camel,0,0
1931,5.7,13,Men of the Sky,0,0
1931,6.8,23,Lover Come Back,0,0
1931,4.6,21,Ships of Hate,0,0
1931,5.7,366,Transgression,0,0
1931,6.4,1431,Five and Ten,0,0
1931,4.8,46,Defenders of the Law,0,0
1931,6.0,367,Sporting Blood,0,0
1931,5.3,88,Law of the Rio Grande,0,0
1931,6.5,50,Las luces de Buenos Aires,0,0
1931,6.1,143,The Spider,0,0
1931,6.9,603,Palmy Days,0,0
1931,5.7,99,Graft,0,0
1931,6.0,16,Shanghaied Love,0,0
1931,6.2,41,Near the Trail's End,0,0
1931,5.4,123,The Hard Hombre,0,0
1931,4.3,181,Alice in Wonderland,0,0
1931,5.1,154,Side Show,0,0
1931,6.7,65,The Mad Parade,0,0
1931,7.4,13959,Monkey Business,0,0
1931,7.1,2204,Blonde Crazy,0,0
1931,6.5,42,The Arizona Terror,0,0
1931,6.4,77,Personal Maid,0,0
1931,6.5,471,Smart Woman,0,0
1931,6.2,247,Devotion,0,0
1931,5.3,273,I Like Your Nerve,0,0
1931,7.5,15,His Wife's Lover,0,0
1931,5.6,535,Sidewalks of New York,0,0
1931,6.6,15,Fanny Foley Herself,0,0
1931,6.3,1284,Susan Lenox (Her Fall and Rise),0,0
1931,6.9,47,Skyline,0,0
1931,5.9,280,The Unholy Garden,0,0
1931,5.9,61,Wicked,0,0
1931,6.4,447,New Adventures of Get-Rich-Quick Wallingford,0,0
1931,5.4,428,Friends and Lovers,0,0
1931,6.2,329,24 Hours,0,0
1931,5.8,46,Left Over Ladies,0,0
1931,6.1,148,Penrod and Sam,0,0
1931,5.3,147,Grief Street,0,0
1931,6.3,724,The Mad Genius,0,0
1931,7.0,13,Jenny Lind,0,0
1931,6.1,64,The Nevada Buckaroo,0,0
1931,6.0,54,The Road to Reno,0,0
1931,6.3,195,My Sin,0,0
1931,7.0,38,Caught,0,0
1931,6.5,1401,The Phantom of Paris,0,0
1931,5.5,106,Sundown Trail,0,0
1931,6.2,198,The Brat,0,0
1931,6.1,73,Bought!,0,0
1931,6.3,696,The Star Witness,0,0
1931,6.8,945,Guilty Hands,0,0
1931,5.0,184,The Gay Diplomat,0,0
1931,6.2,229,Caught Plastered,0,0
1931,6.9,1376,The Last Flight,0,0
1931,6.3,248,Transatlantic,0,1
1931,6.5,63,High Stakes,0,0
1931,6.1,34,Danger Island,0,0
1931,7.1,93,Pardon Us,0,0
1931,6.2,226,The Reckless Hour,0,0
1931,6.0,97,Traveling Husbands,0,0
1931,6.5,1504,Bad Girl,0,1
1931,5.4,69,The Montana Kid,0,0
1931,7.6,1906,Street Scene,0,0
1931,5.8,310,Alexander Hamilton,0,0
1931,5.6,152,Rebound,0,0
1931,5.7,558,This Modern Age,0,0
1931,5.9,278,The Ruling Voice,0,0
1931,7.3,2374,Five Star Final,0,0
1931,1.8,24,The Man from Death Valley,0,0
1931,5.5,60,Pagan Lady,0,0
1931,6.0,15,Merely Mary Ann,0,0
1931,6.2,135,Secrets of a Secretary,0,0
1931,5.7,666,Daughter of the Dragon,0,0
1931,5.8,197,The Big Gamble,0,0
1931,6.4,460,The Road to Singapore,0,0
1931,6.0,79,Branded,0,0
1931,6.0,36,Pleasure,0,0
1931,5.8,163,The Galloping Ghost,0,0
1931,5.4,452,Murder at Midnight,0,0
1931,7.4,3054,Waterloo Bridge,0,0
1931,6.1,72,Silence,0,0
1931,3.6,16,Maid to Order,0,0
1931,7.4,65,Kick In,0,0
1931,5.6,16,Oklahoma Jim,0,0
1931,5.8,169,Everything's Rosie,0,0
1931,5.0,132,Ten Nights in a Bar-Room,0,0
1931,5.9,296,East Lynne,0,0
1931,6.0,128,King of the Wild,0,0
1931,6.3,681,Dirigible,0,0
1931,6.5,482,Honor Among Lovers,0,0
1931,6.1,959,"Parlor, Bedroom and Bath",0,0
1931,7.0,126,Body and Soul,0,0
1931,5.9,595,Kept Husbands,0,0
1931,6.5,137,Stolen Heaven,0,0
1931,5.4,97,The Prodigal,0,0
1931,5.2,145,It Pays to Advertise,0,0
1931,6.2,167,Don't Bet on Women,0,0
1931,6.2,450,Lonely Wives,0,0
1931,5.3,153,50 Million Frenchmen,0,0
1931,6.1,1077,Illicit,0,0
1931,6.3,65,The Conquering Horde,0,0
1931,7.4,55582,Dracula,0,1
1931,6.0,31,West of Cheyenne,0,0
1931,6.0,18,Many a Slip,0,0
1931,5.6,168,Men Call It Love,0,0
1931,6.6,69,Unfaithful,0,0
1931,5.4,337,Kiki,0,0
1931,3.8,28,Dämon des Meeres,0,0
1931,6.1,70,Too Young to Marry,0,0
1931,7.0,4879,Drácula,0,1
1931,7.0,76,Los presidiarios,0,0
1931,7.2,27,Not Exactly Gentlemen,0,0
1931,5.9,416,The Lady Refuses,0,0
1931,6.5,826,Gentleman's Fate,0,0
1931,5.8,35,Rango,0,1
1931,5.8,71,The Avenger,0,0
1931,6.0,183,The Viking,0,0
1931,7.2,2953,Dishonored,0,1
1931,7.1,23,Women Men Marry,0,0
1931,5.6,325,The Drums of Jeopardy,0,0
1931,6.1,547,Behind Office Doors,0,0
1931,5.9,121,Girls Demand Excitement,0,0
1931,6.3,597,The Easiest Way,0,0
1931,6.6,26,Le petit café,0,0
1931,5.1,73,Command Performance,0,0
1931,5.0,241,Beau Ideal,0,0
1931,5.2,787,The Painted Desert,0,0
1931,6.0,78,The Gang Buster,0,0
1931,5.9,124,No Limit,0,0
1931,5.4,27,Sea Devils,0,0
1931,5.8,243,The Royal Bed,0,0
1931,6.4,1303,Other Men's Women,0,0
1931,4.1,30,Red Fork Range,0,0
1931,5.4,107,The Man Who Came Back,0,0
1931,6.4,1215,The Bachelor Father,0,0
1931,5.5,207,Kiss Me Again,0,0
1931,6.4,274,Reducing,0,0
1931,6.8,3240,The Maltese Falcon,0,0
1931,5.9,151,The Great Meadow,0,0
1931,5.7,48,The Sunrise Trail,0,0
1931,7.2,21,Once a Sinner,0,0
1931,5.7,21,Resurrection,0,0
1931,6.3,1134,"Dance, Fools, Dance",0,0
1931,6.2,805,Millie,0,0
1931,6.2,70,Finn and Hattie,0,0
1931,5.9,15,Mordprozeß Mary Dugan,0,0
1931,6.2,1072,Trader Horn,0,0
1931,5.7,690,Fighting Caravans,0,0
1931,6.5,19,The Last Parade,0,0
1931,4.2,20,Kismet,0,0
1931,6.9,119,Scandal Sheet,0,0
1931,6.3,614,Inspiration,0,0
1931,5.1,164,Sit Tight,0,0
1931,5.8,393,The Seas Beneath,0,0
1931,6.5,857,Ten Cents a Dance,0,0
1931,8.5,190037,City Lights,0,1
1931,3.4,36,Finger Prints,0,0
1931,6.3,47,Desert Vengeance,0,0
1931,5.7,74,Doctors' Wives,0,0
1931,5.8,6651,Cimarron,0,1
1931,7.4,6191,Tabu: A Story of the South Seas,0,1
1931,4.3,46,The Sign of the Wolf,0,0
1931,5.9,46,God's Country and the Man,0,0
1931,6.5,203,Politiquerías,0,0
1931,7.2,568,The Millionaire,0,0
1931,7.1,26,The She-Wolf,0,0
1931,5.8,327,The Iron Man,0,0
1931,5.5,134,Shipmates,0,0
1931,6.2,1517,Indiscreet,0,0
1931,5.6,282,My Past,0,0
1931,7.6,22283,The Public Enemy,0,1
1931,6.3,178,Los calaveras,0,0
1931,5.4,329,The Sin Ship,0,0
1931,5.8,23,Hell Bound,0,0
1931,5.8,318,Born to Love,0,0
1931,6.8,2715,Pardon Us,0,0
1931,6.0,237,Tarnished Lady,0,0
1931,6.4,259,Quick Millions,0,1
1931,6.1,202,Daybreak,0,0
1931,5.6,68,6 Cylinder Love,0,0
1931,4.7,33,The Hawk,0,0
1931,7.2,4017,The Smiling Lieutenant,0,0
1931,6.0,115,The Good Bad Girl,0,0
1931,5.6,101,Up Pops the Devil,0,0
1931,6.8,2237,Svengali,0,0
1931,6.3,47,Big House,0,0
1931,5.0,16,The Lawless Woman,0,0
1931,6.6,20,Young Sinners,0,0
1931,5.3,59,Dude Ranch,0,0
1931,4.7,181,The Exile,0,0
1931,5.5,193,Never the Twain Shall Meet,0,0
1931,6.7,40,The Sky Raiders,0,0
1931,5.8,84,The Two Gun Man,0,0
1931,4.2,28,The Kid from Arizona,0,0
1931,6.2,25,The Texas Ranger,0,0
1931,6.0,23,Rider of the Plains,0,0
1931,5.7,319,Ladies' Man,0,0
1931,5.7,40,The Fighting Sheriff,0,0
1931,5.8,32,Aloha,0,0
1931,6.0,387,Cracked Nuts,0,0
1931,6.3,880,Skippy,0,1
1931,4.8,32,The Mystery Trooper,0,0
1931,5.1,147,Clearing the Range,0,0
1931,6.4,19,White Renegade,0,0
1931,5.8,13,La piste des géants,0,0
1931,6.1,1429,Bad Sister,0,0
1931,5.9,508,Strangers May Kiss,0,0
1931,6.0,56,A Tailor Made Man,0,0
1931,6.0,43,June Moon,0,0
1931,6.8,22,Mr. Lemon of Orange,0,0
1931,6.2,1029,Man of the World,0,0
1931,6.8,535,Charlie Chan Carries On,0,0
1931,4.5,27,Pueblo Terror,0,0
1931,6.7,3244,The Front Page,0,1
1931,5.7,226,The Hot Heiress,0,0
1931,5.5,270,Laugh and Get Rich,0,0
1931,5.8,91,Beyond Victory,0,0
1931,6.4,420,A Connecticut Yankee,0,0
1931,4.9,25,Die große Fahrt,0,0
1931,5.6,134,Three Girls Lost,0,0
1931,4.6,19,Trapped,0,0
1931,7.3,592,Seed,0,0
1931,6.2,415,Bachelor Apartment,0,0
1931,7.0,1784,City Streets,0,1
1931,6.8,28,Virtuous Husband,0,0
1931,8.5,76,It's a Wise Child,0,0
1931,5.9,61,Gun Smoke,0,0
1931,5.1,431,God's Gift to Women,0,0
1931,5.9,471,The Finger Points,0,0
1931,4.9,19,Riders of the North,0,0
1931,7.0,16,Monerías,0,0
1931,5.6,175,Stepping Out,0,0
1931,3.7,37,Air Police,0,0
1931,5.3,23,Yankee Don,0,0
1931,6.3,953,The Secret 6,0,0
1932,6.5,1837,A Bill of Divorcement,0,1
1932,6.6,1826,The Cabin in the Cotton,0,0
1932,5.9,173,The Phantom President,0,0
1932,5.5,146,Flaming Gold,0,0
1932,5.3,19,The Fourth Horseman,0,0
1932,5.3,348,The Crooked Circle,0,0
1932,5.3,61,Out of Singapore,0,0
1932,6.9,1485,Smilin' Through,0,1
1932,5.5,107,Come on Danger!,0,0
1932,5.6,664,The Big Stampede,0,0
1932,6.8,695,Hell's Highway,0,0
1932,7.1,13303,The Most Dangerous Game,0,0
1932,6.9,86,The Night of June 13,0,0
1932,7.2,2569,Pack Up Your Troubles,0,0
1932,6.8,74,The Western Code,0,0
1932,6.2,1518,Thirteen Women,0,0
1932,6.1,813,Big City Blues,0,0
1932,5.2,59,Gold,0,0
1932,5.3,192,The King Murder,0,0
1932,7.1,5390,Blonde Venus,0,0
1932,6.0,20,No Living Witness,0,0
1932,3.2,33,Jungle Mystery,0,0
1932,6.5,1030,Kongo,0,0
1932,5.6,132,Those We Love,0,0
1932,6.4,1062,Tiger Shark,0,0
1932,5.9,176,Heritage of the Desert,0,0
1932,6.7,269,The Big Broadcast,0,0
1932,5.6,56,A Parisian Romance,0,0
1932,4.6,40,Trailing the Killer,0,0
1932,4.7,152,Broadway to Cheyenne,0,0
1932,6.3,162,6 Hours to Live,0,0
1932,6.8,106,Vanity Street,0,0
1932,6.4,86,The Cowboy Counsellor,0,0
1932,6.1,165,Slightly Married,0,0
1932,6.6,171,Washington Merry-Go-Round,0,0
1932,6.7,586,Faithless,0,0
1932,5.5,245,Red-Haired Alibi,0,0
1932,4.7,13,The Face on the Barroom Floor,0,0
1932,6.4,775,The Phantom of Crestwood,0,0
1932,6.5,76,False Faces,0,0
1932,5.3,65,Her Mad Night,0,0
1932,6.9,2914,Rain,0,0
1932,5.9,56,La foule hurle,0,0
1932,6.0,85,Hidden Valley,0,0
1932,6.4,237,Wild Girl,0,0
1932,5.9,344,The Crash,0,0
1932,6.3,77,Hat Check Girl,0,0
1932,6.1,59,White Eagle,0,0
1932,5.6,148,Strange Justice,0,0
1932,5.5,147,That's My Boy,0,0
1932,6.2,67,The Crusader,0,0
1932,7.5,4100,One Way Passage,0,1
1932,6.8,202,Once in a Lifetime,0,0
1932,6.0,71,The All-American,0,0
1932,7.2,85,Okay America!,0,0
1932,7.0,1830,Downstairs,0,0
1932,6.6,494,Life Begins,0,0
1932,6.0,1482,Bird of Paradise,0,0
1932,6.9,514,A Successful Calamity,0,0
1932,7.5,13065,Horse Feathers,0,0
1932,5.7,853,The Thirteenth Guest,0,0
1932,6.3,32,Cornered,0,0
1932,6.8,104,Guilty as Hell,0,0
1932,6.4,41,"My Pal, the King",0,0
1932,7.4,2163,American Madness,0,0
1932,7.0,836,Back Street,0,0
1932,6.2,1090,Chandu the Magician,0,0
1932,6.4,3834,Doctor X,0,0
1932,5.3,647,The Hurricane Express,0,0
1932,6.2,22,The First Year,0,0
1932,6.3,19,Speed Madness,0,0
1932,4.7,28,The Vanishing Frontier,0,0
1932,6.2,11187,White Zombie,0,0
1932,2.8,24,War Correspondent,0,0
1932,6.6,72,Madame Racketeer,0,1
1932,6.4,1707,The Purchase Price,0,0
1932,5.0,62,Gorilla Ship,0,0
1932,5.8,41,Son of Oklahoma,0,0
1932,5.7,38,The Man Called Back,0,0
1932,7.2,898,Skyscraper Souls,0,0
1932,6.6,36,Hello Trouble,0,0
1932,5.6,88,Between Fighting Men,0,0
1932,6.3,724,Devil and the Deep,0,0
1932,7.1,1619,Movie Crazy,0,0
1932,7.5,4460,Love Me Tonight,0,1
1932,5.8,1087,Speak Easily,0,0
1932,6.0,275,Two Against the World,0,0
1932,5.9,69,"70,000 Witnesses",0,0
1932,5.2,18,Guns for Hire,0,0
1932,5.6,63,Hearts of Humanity,0,0
1932,6.1,86,Down to Earth,0,0
1932,7.0,743,Blessed Event,0,0
1932,6.4,1329,Blondie of the Follies,0,0
1932,5.5,142,Klondike,0,0
1932,5.3,38,Fighting for Justice,0,0
1932,6.4,84,The Night Club Lady,0,0
1932,5.8,152,Divorce in the Family,0,0
1932,5.4,708,"Ride Him, Cowboy",0,0
1932,6.1,66,The Last Frontier,0,0
1932,6.5,21,McKenna of the Mounted,0,0
1932,5.4,77,The Night Rider,0,0
1932,5.4,42,Exposure,0,0
1932,5.9,175,Crooner,0,0
1932,7.0,30,The Night Mayor,0,0
1932,6.0,272,Hold 'Em Jail,0,0
1932,5.6,478,Mr. Robinson Crusoe,0,0
1932,6.0,390,The Age of Consent,0,0
1932,6.2,394,The Last Mile,0,0
1932,4.0,33,Thrill of Youth,0,0
1932,5.0,33,Trapped in Tia Juana,0,0
1932,6.5,49,The Painted Woman,0,0
1932,5.3,219,The Phantom Express,0,0
1932,6.5,122,A Passport to Hell,0,0
1932,7.1,3313,Queen Kelly,0,1
1932,6.6,1492,No Man of Her Own,0,0
1932,5.3,231,Tangled Destinies,0,0
1932,4.1,57,The Flaming Signal,0,0
1932,5.2,29,Big Town,0,0
1932,6.7,65,End of the Trail,0,0
1932,5.4,747,Haunted Gold,0,0
1932,3.8,35,The Racing Strain,0,0
1932,6.3,222,Les carottiers,0,0
1932,5.9,529,Fast Life,0,0
1932,6.2,626,The Half-Naked Truth,0,1
1932,5.0,65,The Fighting Champ,0,0
1932,2.2,16,Self Defense,0,0
1932,5.1,50,The Secrets of Wu Sin,0,0
1932,4.7,63,Alias Mary Smith,0,0
1932,6.9,23,Bachelor Mother,0,0
1932,6.5,1037,Lawyer Man,0,0
1932,6.2,481,Central Park,0,0
1932,6.1,170,The Devil Is Driving,0,0
1932,6.9,1355,Penguin Pool Murder,0,0
1932,6.5,710,Flesh,0,1
1932,6.4,6517,A Farewell to Arms,0,1
1932,4.3,233,The Savage Girl,0,0
1932,6.0,1260,The Death Kiss,0,0
1932,6.6,1303,Me and My Gal,0,0
1932,7.0,68,Under-Cover Man,0,0
1932,5.8,298,Secrets of the French Police,0,0
1932,6.3,454,Silver Dollar,0,0
1932,7.0,28505,The Mummy,0,1
1932,6.4,244,Manhattan Tower,0,0
1932,6.3,25,They Just Had to Get Married,0,0
1932,6.5,1139,Rasputin and the Empress,0,0
1932,5.2,22,The Revenge of Pancho Villa,0,1
1932,6.9,59,Kid's Last Stand,0,0
1932,4.2,24,The Horror,0,0
1932,6.3,12,The Black Ghost,0,0
1932,6.2,43,Uncle Moses,0,0
1932,4.6,210,The Girl from Chicago,0,0
1932,6.9,596,The Match King,0,0
1932,6.3,50,Robbers' Roost,0,0
1932,5.6,18,The Wyoming Whirlwind,0,0
1932,6.5,39,Sundown Rider,0,0
1932,6.8,36,Le plombier amoureux,0,0
1932,6.8,1104,Frisco Jenny,0,0
1932,6.1,35,Sister to Judas,0,0
1932,7.4,10323,Island of Lost Souls,0,1
1932,7.3,16,Handle with Care,0,0
1932,5.4,199,Tombstone Canyon,0,0
1932,4.2,31,Hypnotized,0,0
1932,6.9,4127,The Bitter Tea of General Yen,0,1
1932,5.7,24,As the Devil Commands,0,0
1932,6.4,767,Cynara,0,0
1932,6.8,2899,"20,000 Years in Sing Sing",0,0
1932,5.2,53,The Penal Code,0,0
1932,5.6,182,The Son-Daughter,0,1
1932,6.1,411,Madame Butterfly,0,0
1932,6.3,1232,The Animal Kingdom,0,1
1932,6.1,33,Flaming Guns,0,0
1932,6.3,665,They Call It Sin,0,0
1932,5.7,47,Law and Lawless,0,0
1932,6.8,2555,The Sign of the Cross,0,1
1932,5.7,212,Sherlock Holmes,0,0
1932,6.0,58,Young Blood,0,0
1932,6.2,3599,The Mask of Fu Manchu,0,0
1932,6.4,38,Malay Nights,0,0
1932,6.1,20,Deception,0,0
1932,6.4,93,Little Orphan Annie,0,0
1932,5.9,18,Hidden Gold,0,0
1932,6.6,497,Air Mail,0,0
1932,6.0,298,Scarlet Dawn,0,0
1932,6.7,44,The Devil Horse,0,0
1932,6.8,753,Payment Deferred,0,1
1932,5.9,28,The Golden West,0,0
1932,6.7,1003,Night After Night,0,0
1932,5.4,13,The Forty-Niners,0,0
1932,6.6,1280,Hot Saturday,0,0
1932,7.1,4170,Three on a Match,0,0
1932,8.0,15578,Trouble in Paradise,0,1
1932,5.3,88,The Girl from Calgary,0,0
1932,4.9,23,Rackety Rax,0,0
1932,6.9,880,Virtue,0,0
1932,7.2,4714,Red Dust,0,1
1932,5.4,64,Texas Buddies,0,0
1932,7.0,12119,The Old Dark House,0,0
1932,5.4,16,The Pride of the Legion,0,0
1932,5.5,28,The Heart Punch,0,0
1932,8.2,13998,I Am a Fugitive from a Chain Gang,0,1
1932,6.6,129,Too Busy to Work,0,0
1932,5.7,259,The Sport Parade,0,0
1932,6.3,277,Prosperity,0,0
1932,6.4,157,Uptown New York,0,0
1932,5.8,116,Officer Thirteen,0,0
1932,5.4,97,Renegades of the West,0,0
1932,5.1,46,The Lost Special,0,0
1932,6.1,154,Men of America,0,0
1932,6.3,53,Wild Horse Mesa,0,0
1932,5.7,511,Rockabye,0,0
1932,6.5,417,No More Orchids,0,0
1932,7.0,859,Call Her Savage,0,0
1932,5.3,23,The Gambling Sex,0,0
1932,5.2,211,A Strange Adventure,0,0
1932,4.9,11,El caballero de la noche,0,0
1932,5.6,73,Men Are Such Fools,0,0
1932,6.7,47,Tess of the Storm Country,0,0
1932,6.3,293,The Conquerors,0,0
1932,6.1,109,Forbidden Trail,0,0
1932,6.1,490,You Said a Mouthful,0,0
1932,7.0,2147,If I Had a Million,0,0
1932,7.0,123,Afraid to Talk,0,0
1932,6.5,581,The Kid from Spain,0,0
1932,5.3,38,Women Won't Tell,0,0
1932,3.4,18,Man Against Woman,0,0
1932,5.0,180,The Midnight Warning,0,0
1932,5.5,24,Guilty or Not Guilty,0,0
1932,6.6,143,Evenings for Sale,0,0
1932,4.6,16,Speed Demon,0,0
1932,6.2,33,The Boiling Point,0,0
1932,6.9,28,Madison Square Garden,0,0
1932,5.6,775,Strange Interlude,0,0
1932,5.4,11,Texas Pioneers,0,0
1932,7.0,20,Spirit of the West,0,0
1932,5.2,53,Sin's Pay Day,0,0
1932,5.8,14,Stowaway,0,0
1932,5.2,145,Love Bound,0,0
1932,6.4,264,The Impatient Maiden,0,0
1932,4.9,175,Veiled Aristocrats,0,0
1932,6.1,1208,Polly of the Circus,0,0
1932,5.6,16,Those of the Viking,0,0
1932,6.9,1247,Arsène Lupin,0,0
1932,6.1,323,Alias the Doctor,0,0
1932,6.0,316,Behind the Mask,0,0
1932,6.3,50,Business and Pleasure,0,0
1932,5.8,414,Texas Cyclone,0,0
1932,5.1,195,Sinister Hands,0,0
1932,5.7,69,Hotel Continental,0,0
1932,5.0,49,Police Court,0,0
1932,5.2,100,A Fool's Advice,0,0
